"regcust","age","sex","type","regyear","regmon","ageGroup","status","lifeValue"
"pxxtjbag",31,"M","Basic",2016,5,"Adult",1,0
"jobbgkyu",24,"M","Basic",2016,5,"Young",1,0
"frlvesps",15,NA,"Premium",2016,5,"Youth",1,0
"aqyinogq",29,"M","Basic",2016,5,"Young",1,0
"qrhtsbej",18,"M","Basic",2016,5,"Young",1,0
"dkejmudq",25,"M","Premium",2016,5,"Young",1,0
"ghwxxgrt",25,"F","Basic",2016,5,"Young",1,0
"mnwzahkt",34,"F","Basic",2016,5,"Adult",1,0
"yiptnmeo",24,"M","Basic",2016,5,"Young",1,0
"ssvdkcbp",13,"F","Basic",2016,5,"Youth",1,0
"yqaxzkho",36,"F","Basic",2016,5,"Adult",1,0
"fdbvochl",22,"M","Basic",2016,5,"Young",1,0
"sfpzegqu",28,"F","Basic",2016,5,"Young",1,0
"ivqehzkk",12,"F","Basic",2016,5,"Youth",1,0
"lqeolgou",40,"M",NA,2016,5,"Adult",1,0
"mhgzaeuz",12,"M","Basic",2016,5,"Youth",1,0
"nluikhxv",14,"M","Basic",2016,5,"Youth",1,0
"fhqlxtzi",12,"F","Basic",2016,5,"Youth",1,0
"mfjfjfpw",13,"M","Premium",2016,5,"Youth",1,0
"mwimprgh",32,"F","Basic",2016,5,"Adult",1,0
"bwirsssb",23,"F","Basic",2016,5,"Young",1,0
"xhgjladm",22,"M","Basic",2016,5,"Young",1,0
"rzvsyrhn",25,"M","Basic",2016,5,"Young",1,0
"szwijmki",30,"M","Basic",2016,5,"Young",1,0
"fyzozoep",24,"M","Basic",2016,5,"Young",1,0
"mwrrrvfh",15,"F","Basic",2016,5,"Youth",1,0
"cprrvfnp",29,"M","Basic",2016,5,"Young",1,0
"pogzrrul",24,"F","Premium",2016,5,"Young",1,0
"xalnudht",17,"M","Basic",2016,5,"Youth",1,0
"xqijlfbg",32,"F","Premium",2016,5,"Adult",1,0
"vxifmrun",36,"M","Basic",2016,5,"Adult",1,0
"sihadkgc",27,"F","Basic",2016,5,"Young",1,0
"nfeajsje",26,"M","Basic",2016,5,"Young",1,0
"vnnaesgs",31,"M","Basic",2016,5,"Adult",1,0
"twhqjypz",23,"M","Basic",2016,5,"Young",1,0
"hskmehcx",26,"M","Premium",2016,5,"Young",1,0
"dhmhwauf",25,"M","Premium",2016,5,"Young",1,0
"gfwmvagn",30,"M","Basic",2016,5,"Young",1,0
"bfkijdvs",39,"M","Basic",2016,5,"Adult",1,0
"uluiojqj",30,"M","Premium",2016,5,"Young",1,0
"qeekulph",11,"M","Basic",2016,5,"Youth",1,0
"novygjvp",17,"M","Basic",2016,5,"Youth",1,0
"wsmshpna",16,"M","Premium",2016,5,"Youth",1,0
"sogrwgyq",37,"F","Basic",2016,5,"Adult",1,0
"pnqbsqml",16,"M","Basic",2016,5,"Youth",1,0
"dnymxfuf",29,"M","Basic",2016,5,"Young",1,0
"wsuybxsw",22,"M","Basic",2016,5,"Young",1,0
"lueieklg",27,"M","Basic",2016,5,"Young",1,0
"vduwfiyb",21,"M","Basic",2016,5,"Young",1,0
"kpyymuqr",30,"M","Basic",2016,5,"Young",1,0
"uobvggzh",31,"M","Basic",2016,5,"Adult",1,0
"ybxtkbyh",22,"M","Basic",2016,5,"Young",1,0
"ssntenkq",25,"M","Basic",2016,5,"Young",1,0
"shbcuoqh",26,"M","Basic",2016,5,"Young",1,0
"glotrbzi",21,"M","Premium",2016,5,"Young",1,0
"qsidggsy",26,"M","Premium",2016,5,"Young",1,0
"fslnyipu",38,"M","Basic",2016,5,"Adult",1,0
"dphptide",16,"M","Basic",2016,5,"Youth",1,0
"laoumsul",22,"M","Basic",2016,5,"Young",1,0
"ccxnupjt",31,"F","Basic",2016,5,"Adult",1,0
"bpxxigqy",24,"M","Premium",2016,5,"Young",1,0
"tanipujt",22,"M","Basic",2016,5,"Young",1,0
"iooliszi",22,"M","Basic",2016,5,"Young",1,0
"rrixqmao",32,"M","Basic",2016,5,"Adult",1,0
"zioieuiz",24,"M","Basic",2016,5,"Young",1,0
"odbqpgvp",37,"M","Basic",2016,5,"Adult",1,0
"bayryfbw",22,"F","Basic",2016,5,"Young",1,0
"xgqcysos",10,"F","Basic",2016,5,"Youth",1,0
"slnragvs",40,"M","Basic",2016,5,"Adult",1,0
"jodchuwf",34,"M","Basic",2016,5,"Adult",1,0
"mkmgxndl",13,"M","Basic",2016,5,"Youth",1,0
"mhsmfvnw",20,"M","Basic",2016,5,"Young",1,0
"eubmkowr",26,"F","Premium",2016,5,"Young",1,0
"fvvcczug",13,"M","Basic",2016,5,"Youth",1,0
"udnmgmmu",20,"M","Basic",2016,5,"Young",1,0
"noviiuvt",31,"M","Basic",2016,5,"Adult",1,0
"fgarbjmt",12,"M","Basic",2016,5,"Youth",1,0
"ilibhqbn",32,"M","Premium",2016,5,"Adult",1,0
"dpsnuiol",18,"M","Basic",2016,5,"Young",1,0
"hchivssz",35,"F","Basic",2016,5,"Adult",1,0
"xovchnre",22,"M","Basic",2016,5,"Young",1,0
"jrrfrbnl",18,"M","Premium",2016,5,"Young",1,0
"fetoeqbr",19,"M","Premium",2016,5,"Young",1,0
"yldcmfqj",37,"M","Basic",2016,5,"Adult",1,0
"wljxnita",35,"M","Basic",2016,5,"Adult",1,0
"xnwsjuba",26,"M","Basic",2016,5,"Young",1,0
"pvillfdz",39,"M","Basic",2016,5,"Adult",1,0
"muwqcvpj",17,"M","Premium",2016,5,"Youth",1,0
"fiohjrzi",26,"M","Premium",2016,5,"Young",1,0
"mxeammqa",24,"M","Basic",2016,5,"Young",1,0
"pqdjtedx",16,"M","Premium",2016,5,"Youth",1,0
"kozlxmbu",40,"F","Basic",2016,5,"Adult",1,0
"rsfdremp",26,"M","Premium",2016,5,"Young",1,0
"bryizvud",20,"F","Basic",2016,5,"Young",1,0
"dkidxwyd",40,"M","Basic",2016,5,"Adult",1,0
"nyychkrd",10,"F","Premium",2016,5,"Youth",1,0
"ysjdeqqa",34,"F","Basic",2016,5,"Adult",1,0
"pchyamza",11,"M","Basic",2016,5,"Youth",1,0
"mkkvcjvn",17,"M","Basic",2016,5,"Youth",1,0
"azxteylh",21,"M","Basic",2016,5,"Young",1,0
"ipjhtiyn",37,"M","Basic",2016,5,"Adult",1,0
"byttjxip",19,"M","Basic",2016,5,"Young",1,0
"cbudqqgi",21,"M","Basic",2016,5,"Young",1,0
"vpnuzvbn",27,"M","Basic",2016,5,"Young",1,0
"jyusykim",35,"F","Premium",2016,5,"Adult",1,0
"xfxppwms",29,"M","Premium",2016,5,"Young",1,0
"xxoczace",13,"M","Premium",2016,5,"Youth",1,0
"pnhpxoqj",20,"M","Premium",2016,5,"Young",1,0
"timzrqmo",19,"M","Basic",2016,5,"Young",1,0
"mevtiskg",40,"F","Premium",2016,5,"Adult",1,0
"smpwtrrs",18,"F","Premium",2016,5,"Young",1,0
"ebubqdtm",24,"M","Basic",2016,5,"Young",1,0
"ohmdecur",14,"M","Basic",2016,5,"Youth",1,0
"rlwfspqt",20,"M","Basic",2016,5,"Young",1,0
"wjluwldj",29,"F","Premium",2016,5,"Young",1,0
"czzvlntw",15,"M","Premium",2016,5,"Youth",1,0
"ggokdmlk",26,"M","Basic",2016,5,"Young",1,0
"kznclfbr",40,"M","Premium",2016,5,"Adult",1,0
"bweievam",20,"M","Basic",2016,5,"Young",1,0
"ciefnoat",18,"F","Basic",2016,5,"Young",1,0
"qopdueqj",15,"M","Basic",2016,5,"Youth",1,0
"rfymtolb",20,"F","Basic",2016,5,"Young",1,0
"xqmczivn",38,"M","Premium",2016,5,"Adult",1,0
"prexesqm",24,"M","Basic",2016,5,"Young",1,0
"vsvnsrja",25,"F","Basic",2016,5,"Young",1,0
"ogeipprg",28,"F","Basic",2016,5,"Young",1,0
"tnlzpmux",24,"M","Basic",2016,5,"Young",1,0
"ozhfvxjo",15,"M","Basic",2016,5,"Youth",1,0
"wtfpwfqy",28,"M","Basic",2016,5,"Young",1,0
"xfwfrujm",25,"M","Basic",2016,5,"Young",1,0
"vddwqwkb",16,"F","Basic",2016,5,"Youth",1,0
"qjjqlxfq",10,"F","Basic",2016,5,"Youth",1,0
"qwtzrxui",17,"M","Premium",2016,5,"Youth",1,0
"vbqhyltc",12,"M","Basic",2016,5,"Youth",1,0
"hjhayldp",35,"M","Basic",2016,5,"Adult",1,0
"vqzsphyg",25,"M","Basic",2016,5,"Young",1,0
"hetgcuxf",29,"M","Basic",2016,5,"Young",1,0
"wvfpdbkj",13,"M","Basic",2016,5,"Youth",1,0
"quuorkqn",10,"F","Basic",2016,5,"Youth",1,0
"bumvancn",33,"F","Basic",2016,5,"Adult",1,0
"bvdwsoxj",33,"F","Basic",2016,5,"Adult",1,0
"umrxbtbr",28,"F","Premium",2016,5,"Young",1,0
"lfjmkuaz",19,"M","Basic",2016,5,"Young",1,0
"dmizkuen",35,"M","Basic",2016,5,"Adult",1,0
"muivwpbu",33,"M","Basic",2016,5,"Adult",1,0
"mgtpmcfx",12,"M","Basic",2016,5,"Youth",1,0
"kpywlgsy",33,"F","Premium",2016,5,"Adult",1,0
"sgvisjwh",11,"M","Basic",2016,5,"Youth",1,0
"nizjzpom",24,"M","Basic",2016,5,"Young",1,0
"zmpvqhdx",10,"F","Basic",2016,5,"Youth",1,0
"sgtcogxp",13,"F","Premium",2016,5,"Youth",1,0
"jgkzngld",37,"M","Premium",2016,5,"Adult",1,0
"ifviistc",38,"M","Basic",2016,5,"Adult",1,0
"ultwxcma",26,"M","Premium",2016,5,"Young",1,0
"akjywvzg",18,"F","Basic",2016,5,"Young",1,0
"qjlfmudu",22,"F","Premium",2016,5,"Young",1,0
"etepxdyq",29,"F","Basic",2016,5,"Young",1,0
"rzjnjscp",19,"M","Basic",2016,5,"Young",1,0
"aeuuymri",17,"M","Premium",2016,5,"Youth",1,0
"yphnozuq",14,"M","Basic",2016,5,"Youth",1,0
"fvrkuefe",37,"M","Premium",2016,5,"Adult",1,0
"rouyjgtm",19,"F","Premium",2016,5,"Young",1,0
"fwhosbrf",26,"M","Basic",2016,5,"Young",1,0
"nkqbhmza",14,"M","Basic",2016,5,"Youth",1,0
"jzaychbt",20,"M","Premium",2016,5,"Young",1,0
"dpdvmnwn",36,"M","Premium",2016,5,"Adult",1,0
"jpgtxygc",19,"M","Premium",2016,5,"Young",1,0
"zmmrhqek",29,"F","Basic",2016,5,"Young",1,0
"xolqwgci",28,"M",NA,2016,5,"Young",1,0
"bdkfenzo",27,"M","Basic",2016,5,"Young",1,0
"blcrtobh",18,"M","Basic",2016,5,"Young",1,0
"ijlkoufi",14,"F","Basic",2016,5,"Youth",1,0
"wuyqjcqv",10,"M","Premium",2016,5,"Youth",1,0
"avxmvcae",16,"F","Basic",2016,5,"Youth",1,0
"zznusxvn",17,"M","Basic",2016,5,"Youth",1,0
"qelmngnr",19,"M","Basic",2016,5,"Young",1,0
"osvqrcdx",29,"M","Premium",2016,5,"Young",1,0
"sgzffeug",32,"M","Premium",2016,5,"Adult",1,0
"fyqhlusw",33,"M","Basic",2016,5,"Adult",1,0
"vpamfato",26,"F","Basic",2016,5,"Young",1,0
"ynlgtlqh",39,"F","Basic",2016,5,"Adult",1,0
"gckaifxp",12,"F","Basic",2016,5,"Youth",1,0
"nnlxpcbn",23,"F","Basic",2016,5,"Young",1,0
"pxqruzfa",32,"F","Basic",2016,5,"Adult",1,0
"vitvkwrp",24,"M","Basic",2016,5,"Young",1,0
"lbuhwwoc",36,"M","Premium",2016,5,"Adult",1,0
"kqqivgne",28,"M","Basic",2016,5,"Young",1,0
"vqaijazs",22,"F","Basic",2016,5,"Young",1,0
"xpcaexux",35,"F","Basic",2016,5,"Adult",1,0
"qfflaozm",15,"M","Basic",2016,5,"Youth",1,0
"iczjtbpn",23,"M","Basic",2016,5,"Young",1,0
"tuhsviqw",32,"M","Basic",2016,5,"Adult",1,0
"examyndf",32,"M","Basic",2016,5,"Adult",1,0
"ooiaxuuv",22,"F","Basic",2016,5,"Young",1,0
"luxdueam",14,"M","Basic",2016,5,"Youth",1,0
"omevjsdp",14,"M","Premium",2016,5,"Youth",1,0
"deswkdzm",39,"M","Premium",2016,5,"Adult",1,0
"tbwzbcun",36,"M","Basic",2016,5,"Adult",1,0
"cgrpnszw",20,"F","Basic",2016,5,"Young",1,0
"bfxeiyss",19,"M","Basic",2016,5,"Young",1,0
"tanjcroi",14,"M","Basic",2016,5,"Youth",1,0
"olsvljif",33,"M","Basic",2016,5,"Adult",1,0
"hjnyyjdw",10,"M","Basic",2016,5,"Youth",1,0
"kmwsfftm",38,"M","Basic",2016,5,"Adult",1,0
"yhiouacr",17,"M","Premium",2016,5,"Youth",1,0
"oubbojmt",10,"M","Basic",2016,5,"Youth",1,0
"omnrlmdb",16,"M","Basic",2016,5,"Youth",1,0
"wkruazcn",15,"M","Basic",2016,5,"Youth",1,0
"zkdrjbrb",33,"M","Premium",2016,5,"Adult",1,0
"wrldtdcs",28,"M","Premium",2016,5,"Young",1,0
"unwahjax",26,"M","Basic",2016,5,"Young",1,0
"lljnhtpr",20,"M","Basic",2016,5,"Young",1,0
"xkjnsnmq",23,"F","Basic",2016,5,"Young",1,0
"zjtnrjvm",32,"M","Basic",2016,5,"Adult",1,0
"bhfwrrng",19,"M",NA,2016,5,"Young",1,0
"wcwtkheu",17,"M","Premium",2016,5,"Youth",1,0
"rwuzqbvb",13,"M","Basic",2016,5,"Youth",1,0
"xvjdelnq",23,"M","Basic",2016,5,"Young",1,0
"uwbbdazp",31,"M","Basic",2016,5,"Adult",1,0
"jfhaiwzg",30,"M","Basic",2016,5,"Young",1,0
"ngjwpoqy",35,"M","Basic",2016,5,"Adult",1,0
"cmcuzaqv",18,"M","Basic",2016,5,"Young",1,0
"dfdzyqmn",28,"M","Premium",2016,5,"Young",1,0
"xfaarhab",23,"M","Basic",2016,5,"Young",1,0
"sdbdmmtn",16,"M","Basic",2016,5,"Youth",1,0
"jxqwrtfe",10,"F","Basic",2016,5,"Youth",1,0
"iuqvzxuc",12,"M","Basic",2016,5,"Youth",1,0
"qsslvdyc",27,"F","Basic",2016,5,"Young",1,0
"kspijqqf",14,"M","Premium",2016,5,"Youth",1,0
"aejudhli",26,"M","Basic",2016,5,"Young",1,0
"ychcxbpu",29,"M","Basic",2016,5,"Young",1,0
"tasynsdv",21,"M","Basic",2016,5,"Young",1,0
"hlsawqfr",25,"M","Basic",2016,5,"Young",1,0
"gxatvzfw",33,"M","Basic",2016,5,"Adult",1,0
"qnzwadju",35,"M","Basic",2016,5,"Adult",1,0
"qhtgwyza",37,"F","Premium",2016,5,"Adult",1,0
"jrujpper",13,"M","Basic",2016,5,"Youth",1,0
"gkuqfpty",30,"M","Basic",2016,5,"Young",1,0
"jmltylvo",21,"M","Basic",2016,5,"Young",1,0
"vypumhlx",24,"M","Basic",2016,5,"Young",1,0
"cnadxqqb",16,"M","Basic",2016,5,"Youth",1,0
"kxhlanan",36,"F",NA,2016,5,"Adult",1,0
"xzxcvzus",23,"M","Basic",2016,5,"Young",1,0
"znlabyip",31,"F","Premium",2016,5,"Adult",1,0
"gsmtxprp",16,NA,"Basic",2016,5,"Youth",1,0
"kypebjlw",20,"M","Basic",2016,5,"Young",1,0
"myxkqqix",37,"M","Basic",2016,5,"Adult",1,0
"yubuqtar",24,"F",NA,2016,5,"Young",1,0
"mdatippq",21,"F","Basic",2016,5,"Young",1,0
"mefcicnm",27,"M","Basic",2016,5,"Young",1,0
"rqxljxyo",19,"F","Basic",2016,5,"Young",1,0
"gttdiqao",13,"M","Basic",2016,5,"Youth",1,0
"twbqttkp",15,"M","Basic",2016,5,"Youth",1,0
"njkberzq",23,"M","Basic",2016,5,"Young",1,0
"nrkhnkne",16,"F","Basic",2016,5,"Youth",1,0
"caaisrxj",12,"M","Basic",2016,5,"Youth",1,0
"tyoutbon",12,"M","Basic",2016,5,"Youth",1,0
"hxibrhoz",30,"F","Basic",2016,5,"Young",1,0
"vtblzxtz",32,"F","Basic",2016,5,"Adult",1,0
"jtbijsnx",13,"F","Basic",2016,5,"Youth",1,0
"slkgnido",12,"M","Basic",2016,5,"Youth",1,0
"thvmsnfn",13,"F","Basic",2016,5,"Youth",1,0
"wwaoxtkd",33,"M","Basic",2016,5,"Adult",1,0
"ttadomwi",26,"M","Premium",2016,5,"Young",1,0
"lqyejvak",19,"M","Basic",2016,5,"Young",1,0
"dbecqrjc",11,"M","Basic",2016,5,"Youth",1,0
"mudlipgb",27,"M","Basic",2016,5,"Young",1,0
"opxfjkjy",26,"M","Basic",2016,5,"Young",1,0
"tfmiypma",39,"M","Basic",2016,5,"Adult",1,0
"nrfbepsi",39,"M","Basic",2016,5,"Adult",1,0
"ycdeammk",10,"M","Basic",2016,5,"Youth",1,0
"lpyjwwyc",27,"M","Basic",2016,5,"Young",1,0
"yiagptku",25,"M","Basic",2016,5,"Young",1,0
"vbpxfzhm",26,"F","Basic",2016,5,"Young",1,0
"pdzqiytv",38,"M","Basic",2016,5,"Adult",1,0
"kjgrafdp",16,"F","Basic",2016,5,"Youth",1,0
"povghtou",34,"F","Basic",2016,5,"Adult",1,0
"logoqyma",40,"M","Basic",2016,5,"Adult",1,0
"fuzwojat",16,"F","Basic",2016,5,"Youth",1,0
"jaigajqu",11,"F","Basic",2016,5,"Youth",1,0
"zbbxfcgl",40,"M","Basic",2016,5,"Adult",1,0
"adinsvlp",38,"F","Basic",2016,5,"Adult",1,0
"aczxqhqa",25,"F","Basic",2016,5,"Young",1,0
"yuwqvjdd",37,"M","Basic",2016,5,"Adult",1,0
"ipaladmu",18,"M","Basic",2016,5,"Young",1,0
"tbdlmuzy",38,"F","Basic",2016,5,"Adult",1,0
"rmpvwbic",35,"M","Basic",2016,5,"Adult",1,0
"tblegtyl",13,"M","Premium",2016,5,"Youth",1,0
"jvpnmzmq",27,"F","Basic",2016,5,"Young",1,0
"lprfoxnv",36,"M","Basic",2016,5,"Adult",1,0
"jziidnil",20,"M","Basic",2016,5,"Young",1,0
"buknhleo",21,"M","Basic",2016,5,"Young",1,0
"ribeiqpu",20,"M","Basic",2016,5,"Young",1,0
"otoafntn",11,"M","Basic",2016,5,"Youth",1,0
"axenkqzc",18,"M","Basic",2016,5,"Young",1,0
"xppwuuzx",40,"M","Basic",2016,5,"Adult",1,0
"kesfrosa",11,"M","Basic",2016,5,"Youth",1,0
"tphrtsjp",21,"M","Basic",2016,5,"Young",1,0
"evkluewh",30,"M","Basic",2016,5,"Young",1,0
"kaytmvyq",24,"M","Basic",2016,5,"Young",1,0
"mvqqcwav",37,"M","Premium",2016,5,"Adult",1,0
"pbeekfpq",23,"M","Basic",2016,5,"Young",1,0
"dsarstqv",27,"M","Basic",2016,5,"Young",1,0
"wegmesjt",24,"M","Basic",2016,5,"Young",1,0
"jptckdyt",36,"F","Premium",2016,5,"Adult",1,0
"egmncvla",16,"M","Premium",2016,5,"Youth",1,0
"iumrqerl",38,"M","Basic",2016,5,"Adult",1,0
"kisvmgga",22,"M","Basic",2016,5,"Young",1,0
"bhsqemum",16,"F","Basic",2016,5,"Youth",1,0
"iyiifvdy",27,"M","Basic",2016,5,"Young",1,0
"ugtmjioo",18,"M","Basic",2016,5,"Young",1,0
"ahtaaayx",40,"M","Basic",2016,5,"Adult",1,0
"rhaeoimb",38,"F","Basic",2016,5,"Adult",1,0
"hfxxwjhx",11,"M","Basic",2016,5,"Youth",1,0
"nykxjvhq",29,"M","Basic",2016,5,"Young",1,0
"xvuswuzm",19,"M","Basic",2016,5,"Young",1,0
"bxubfqth",31,"F","Basic",2016,5,"Adult",1,0
"tewdypcr",15,"M","Basic",2016,5,"Youth",1,0
"wibaxirm",26,"M","Basic",2016,5,"Young",1,0
"epqzqqdn",29,"M","Basic",2016,5,"Young",1,0
"xrflddbg",32,"F","Premium",2016,5,"Adult",1,0
"nlqcsphv",20,"M","Basic",2016,5,"Young",1,0
"vqguxcsf",39,"M","Basic",2016,5,"Adult",1,0
"ehzadaxa",14,"M","Basic",2016,5,"Youth",1,0
"hybnuzxv",19,"M","Basic",2016,5,"Young",1,0
"kanzjnrs",20,"M","Premium",2016,5,"Young",1,0
"hyrzgpcc",18,"M","Basic",2016,5,"Young",1,0
"btyeygag",21,"M","Basic",2016,5,"Young",1,0
"yuatujdk",17,"M","Basic",2016,5,"Youth",1,0
"tliprtax",34,"M","Basic",2016,5,"Adult",1,0
"qouusgsf",24,"M","Basic",2016,5,"Young",1,0
"itdplrwd",40,"M","Premium",2016,5,"Adult",1,0
"zutomtnf",24,"M","Basic",2016,5,"Young",1,0
"dkimelow",34,"M","Basic",2016,5,"Adult",1,0
"tuvcormv",37,"M","Basic",2016,5,"Adult",1,0
"knmioycr",25,"M","Basic",2016,5,"Young",1,0
"dwjnljqs",31,"M","Basic",2016,5,"Adult",1,0
"bfyonflw",11,"F","Basic",2016,5,"Youth",1,0
"gofggqmd",18,"M","Basic",2016,5,"Young",1,0
"viyfqcnb",14,"M","Basic",2016,5,"Youth",1,0
"bczbjjqi",19,"M","Premium",2016,5,"Young",1,0
"swigwzzz",27,NA,"Basic",2016,5,"Young",1,0
"napocahy",22,"F","Premium",2016,5,"Young",1,0
"qlslbklb",12,"M","Basic",2016,5,"Youth",1,0
"hcbzllur",21,"M","Premium",2016,5,"Young",1,0
"gplgypxm",11,"M","Basic",2016,5,"Youth",1,0
"ewrceoyl",32,"F","Basic",2016,5,"Adult",1,0
"dufitpen",14,"M","Basic",2016,5,"Youth",1,0
"nycplqox",27,"M","Basic",2016,5,"Young",1,0
"ceciptlt",38,"M","Basic",2016,5,"Adult",1,0
"ljfrdgmm",15,"M","Basic",2016,5,"Youth",1,0
"shqmozir",16,"F","Basic",2016,5,"Youth",1,0
"lpwzgwrp",30,"F","Basic",2016,5,"Young",1,0
"avougppx",31,"M","Basic",2016,5,"Adult",1,0
"xpedltib",27,"M","Basic",2016,5,"Young",1,0
"axyjrkcu",31,"M","Basic",2016,5,"Adult",1,0
"rggjvxkr",14,"M","Basic",2016,5,"Youth",1,0
"qsmfvtzv",28,"M","Premium",2016,5,"Young",1,0
"tefvmwsa",25,"M","Basic",2016,5,"Young",1,0
"rltqejgn",32,"F","Basic",2016,5,"Adult",1,0
"yfayahru",13,"M","Basic",2016,5,"Youth",1,0
"fbdotgqz",22,"M","Basic",2016,5,"Young",1,0
"cefhcxjr",31,"M","Basic",2016,5,"Adult",1,0
"gldewkti",38,"F","Basic",2016,5,"Adult",1,0
"pkijzmjo",29,"F","Premium",2016,5,"Young",1,0
"ahrmwmht",17,"F","Basic",2016,5,"Youth",1,0
"pycxzxfv",17,"F","Premium",2016,5,"Youth",1,0
"erldjvih",31,"F","Basic",2016,5,"Adult",1,0
"xfnznlyv",37,"F","Premium",2016,5,"Adult",1,0
"sawelyms",25,"M","Basic",2016,5,"Young",1,0
"cleclavv",37,"M","Basic",2016,5,"Adult",1,0
"qpzxhjcz",19,"M","Basic",2016,5,"Young",1,0
"ksgahkla",14,"F","Basic",2016,5,"Youth",1,0
"avobdkiu",16,"M","Basic",2016,5,"Youth",1,0
"fyuecbkv",16,"M","Basic",2016,5,"Youth",1,0
"hpfsvniy",15,"M","Basic",2016,5,"Youth",1,0
"xqpyzbhq",28,"M","Basic",2016,5,"Young",1,0
"ztkvzmxq",13,"F","Basic",2016,5,"Youth",1,0
"ocsawpjv",14,"M","Premium",2016,5,"Youth",1,0
"visqkimk",36,"M","Basic",2016,5,"Adult",1,0
"xlrmgppx",22,"F","Basic",2016,5,"Young",1,0
"kklhosht",22,"M","Basic",2016,5,"Young",1,0
"uocmkyll",20,"M","Basic",2016,5,"Young",1,0
"dkpsugos",24,"M","Basic",2016,5,"Young",1,0
"sgcvmsth",39,"M","Premium",2016,5,"Adult",1,0
"cmxjxgvo",38,"F","Premium",2016,5,"Adult",1,0
"dfcbcvxo",16,"M","Basic",2016,5,"Youth",1,0
"qaezoopl",31,"M","Premium",2016,5,"Adult",1,0
"jvoiojry",40,"M","Basic",2016,5,"Adult",1,0
"nqmmvffr",39,"M","Basic",2016,5,"Adult",1,0
"yfmwawvw",21,"F","Premium",2016,5,"Young",1,0
"ihzslsbs",19,"M","Basic",2016,5,"Young",1,0
"csvpiuvb",16,"F","Basic",2016,5,"Youth",1,0
"aseaqhbe",31,"F","Premium",2016,5,"Adult",1,0
"zddhaaon",34,"M","Basic",2016,5,"Adult",1,0
"txyriqla",12,"M","Basic",2016,5,"Youth",1,0
"euwyvefy",31,"M","Basic",2016,5,"Adult",1,0
"gaazafwo",34,"M","Basic",2016,5,"Adult",1,0
"nlobqupj",18,NA,"Premium",2016,5,"Young",1,0
"elpjvhfr",23,"M","Basic",2016,5,"Young",1,0
"bvjcphbz",31,"M","Basic",2016,5,"Adult",1,0
"uwimicfs",24,"M","Premium",2016,5,"Young",1,0
"gdggzmtp",13,"M","Premium",2016,5,"Youth",1,0
"hppyutfg",13,"F","Basic",2016,5,"Youth",1,0
"bctwoehe",35,"M","Basic",2016,5,"Adult",1,0
"vmqknpvv",31,"M","Basic",2016,5,"Adult",1,0
"wxitsadd",13,"M","Basic",2016,5,"Youth",1,0
"gehntskr",27,"M","Basic",2016,5,"Young",1,0
"wlctefcm",30,"F","Basic",2016,5,"Young",1,0
"ohkwefna",15,"F","Basic",2016,5,"Youth",1,0
"yumpxlva",38,"M","Basic",2016,5,"Adult",1,0
"sylqqzlx",25,"M","Premium",2016,5,"Young",1,0
"ejffrwfx",24,"F","Basic",2016,5,"Young",1,0
"ourmbgqa",19,"M","Basic",2016,5,"Young",1,0
"vantfpzn",31,"M","Basic",2016,5,"Adult",1,0
"jvxbicko",37,"M","Basic",2016,5,"Adult",1,0
"cindxvqr",25,"M","Basic",2016,5,"Young",1,0
"xjetmpdj",30,"M","Basic",2016,5,"Young",1,0
"pvrhrqqb",31,"M","Basic",2016,5,"Adult",1,0
"thcpkkgc",24,"M","Premium",2016,5,"Young",1,0
"gvagqwwh",14,"M","Basic",2016,5,"Youth",1,0
"bepnegbx",39,"M","Basic",2016,5,"Adult",1,0
"efkszkty",29,"M","Basic",2016,5,"Young",1,0
"sjhhoadd",36,"M","Basic",2016,5,"Adult",1,0
"tkkxivbd",17,"M","Basic",2016,5,"Youth",1,0
"efppxxjp",32,"F","Basic",2016,5,"Adult",1,0
"yrtcvwdb",14,"M","Basic",2016,5,"Youth",1,0
"mbphpwbt",32,"M","Basic",2016,5,"Adult",1,0
"lkaxqsnm",37,"F","Basic",2016,5,"Adult",1,0
"dbgcynko",28,"M","Basic",2016,5,"Young",1,0
"wylbgbeu",16,"F","Basic",2016,5,"Youth",1,0
"gozbuhdh",18,"M","Basic",2016,5,"Young",1,0
"htehrwvm",15,"M","Basic",2016,5,"Youth",1,0
"lgmmovhf",31,"M","Basic",2016,5,"Adult",1,0
"rhrzwqaz",29,"F","Basic",2016,5,"Young",1,0
"ujdqfsha",20,"M","Basic",2016,5,"Young",1,0
"bedkhhpq",10,"F","Basic",2016,5,"Youth",1,0
"asjbtygz",25,"M","Basic",2016,5,"Young",1,0
"tncialvu",28,NA,"Basic",2016,5,"Young",1,0
"jxsslmab",18,"F","Basic",2016,5,"Young",1,0
"lehpfvnr",37,"F","Premium",2016,5,"Adult",1,0
"vghnbndn",13,"F","Premium",2016,5,"Youth",1,0
"pwfwtufv",37,"M","Basic",2016,5,"Adult",1,0
"cmnsvwjc",15,"M","Premium",2016,5,"Youth",1,0
"pahdomgu",36,"M","Basic",2016,5,"Adult",1,0
"xithbcxb",27,"M","Basic",2016,5,"Young",1,0
"uttcftqn",10,"F","Basic",2016,5,"Youth",1,0
"ovptihtk",34,"F","Basic",2016,5,"Adult",1,0
"lhtsmojt",20,"M","Basic",2016,5,"Young",1,0
