"sex","age","Recency","Frequency","Monetary","Churn"
"F",28,13,7,232600,"Yes"
"F",22,21,17,211833,"Yes"
"M",23,17,16,207491,"Yes"
"F",35,25,8,208369,"Yes"
"M",40,19,8,50683,"Yes"
"M",13,32,6,480609,"Yes"
"F",33,15,7,329669,"Yes"
"F",29,28,7,124680,"Yes"
"M",24,29,15,198628,"Yes"
"M",21,27,4,297287,"Yes"
"M",17,24,11,476570,"Yes"
"M",20,36,13,93993,"Yes"
"M",26,35,4,75051,"Yes"
"M",10,23,4,196990,"Yes"
"M",20,32,5,218549,"Yes"
"F",31,27,7,337945,"Yes"
"M",14,15,12,449178,"Yes"
"F",14,20,6,207636,"Yes"
"M",11,33,4,179504,"Yes"
"M",21,15,3,145918,"Yes"
"M",26,16,11,97185,"Yes"
"M",35,28,4,152565,"Yes"
"M",31,19,19,296906,"Yes"
"M",18,25,17,120520,"Yes"
"M",29,28,6,259981,"Yes"
"M",37,20,16,67005,"Yes"
"F",12,28,4,373177,"Yes"
"F",25,28,18,198012,"Yes"
"M",31,31,6,62679,"Yes"
"M",37,33,18,103712,"Yes"
"M",25,16,16,489042,"Yes"
"M",37,33,5,130997,"Yes"
"F",22,28,5,374865,"Yes"
"M",28,23,5,270750,"Yes"
"M",34,16,5,350190,"Yes"
"M",25,16,20,147950,"Yes"
"F",13,22,7,325475,"Yes"
"M",32,20,8,110002,"Yes"
"M",12,31,10,52487,"Yes"
"M",28,29,14,214404,"Yes"
"F",33,15,19,11583,"Yes"
"M",16,25,6,131438,"Yes"
"M",16,29,11,43903,"Yes"
"M",21,14,4,350873,"Yes"
"F",24,21,18,498381,"Yes"
"F",10,16,13,297210,"Yes"
"M",33,17,2,403227,"Yes"
"M",21,32,10,406860,"Yes"
"F",35,22,14,197447,"Yes"
"M",19,22,13,48840,"Yes"
"M",27,14,12,238899,"Yes"
"M",31,34,15,300500,"Yes"
"M",22,36,8,313462,"Yes"
"M",37,24,18,26903,"Yes"
"M",14,32,9,234634,"Yes"
"M",14,33,6,474852,"Yes"
"M",38,14,13,169656,"Yes"
"M",22,17,2,175482,"Yes"
"M",39,33,11,231033,"Yes"
"M",30,21,19,138154,"Yes"
"M",13,33,18,274010,"Yes"
"F",36,26,18,249782,"Yes"
"M",27,21,11,117425,"Yes"
"F",32,25,3,271287,"Yes"
"F",14,18,16,221420,"Yes"
"F",18,26,12,373130,"Yes"
"F",27,24,16,89558,"Yes"
"M",34,22,10,293109,"Yes"
"M",29,19,14,317145,"Yes"
"M",20,25,12,316596,"Yes"
"M",18,17,15,418522,"Yes"
"M",36,13,14,134702,"Yes"
"M",11,21,8,102678,"Yes"
"M",36,29,5,220775,"Yes"
"M",38,19,11,10687,"Yes"
"F",13,22,20,298181,"Yes"
"F",10,19,2,26498,"Yes"
"M",36,32,19,150543,"Yes"
"M",28,20,19,176953,"Yes"
"M",29,29,17,361924,"Yes"
"M",36,13,8,285243,"Yes"
"M",23,28,10,326681,"Yes"
"M",34,21,17,439348,"Yes"
"M",14,16,5,102775,"Yes"
"M",32,17,11,28106,"Yes"
"M",10,21,20,373373,"Yes"
"M",15,15,15,375710,"Yes"
"M",21,13,12,264301,"Yes"
"M",27,35,10,59597,"Yes"
"M",16,19,20,342789,"Yes"
"F",14,18,11,145332,"Yes"
"M",15,25,4,355628,"Yes"
"M",33,32,4,314084,"Yes"
"M",24,22,3,16589,"Yes"
"M",30,17,5,319232,"Yes"
"M",31,26,2,475556,"Yes"
"M",31,25,12,82484,"Yes"
"M",31,31,12,161022,"Yes"
"F",10,29,15,51195,"Yes"
"M",38,31,6,321054,"Yes"
"M",20,36,3,323597,"Yes"
"M",23,33,9,492911,"Yes"
"M",15,16,4,312564,"Yes"
"M",16,19,4,71800,"Yes"
"M",36,32,13,336208,"Yes"
"M",23,36,9,121192,"Yes"
"M",40,18,10,121528,"Yes"
"F",12,30,14,161745,"Yes"
"M",23,30,12,17060,"Yes"
"F",19,27,14,16915,"Yes"
"M",33,17,5,469720,"Yes"
"M",32,36,16,50710,"Yes"
"M",35,31,15,104364,"Yes"
"M",28,26,15,270232,"Yes"
"M",37,29,14,271552,"Yes"
"F",39,28,6,284149,"Yes"
"F",20,22,6,485164,"Yes"
"F",33,15,13,308309,"Yes"
"F",20,17,20,352789,"Yes"
"F",17,20,14,150337,"Yes"
"M",36,18,13,342233,"Yes"
"M",30,34,4,433896,"Yes"
"F",17,15,8,445725,"Yes"
"F",32,21,6,407717,"Yes"
"M",35,31,12,176033,"Yes"
"F",40,23,2,368268,"Yes"
"M",20,29,19,442439,"Yes"
"M",10,33,17,363211,"Yes"
"M",14,23,6,285644,"Yes"
"M",11,36,9,90013,"Yes"
"F",13,30,16,261489,"Yes"
"F",29,25,15,135778,"Yes"
"F",30,21,2,220193,"Yes"
"F",32,16,5,92937,"Yes"
"M",28,18,20,329332,"Yes"
"F",40,17,2,263615,"Yes"
"M",40,24,11,490266,"Yes"
"M",32,36,12,236391,"Yes"
"M",30,34,10,69125,"Yes"
"M",26,21,4,370364,"Yes"
"M",32,19,11,299374,"Yes"
"F",12,36,7,53112,"Yes"
"M",19,27,17,311620,"Yes"
"M",13,30,17,482146,"Yes"
"M",20,32,15,313480,"Yes"
"F",26,30,4,465773,"Yes"
"F",22,33,18,250757,"Yes"
"M",18,32,4,77471,"Yes"
"M",14,36,20,346801,"Yes"
"M",14,22,10,234463,"Yes"
"M",23,35,16,49209,"Yes"
"F",25,31,12,484168,"Yes"
"M",19,30,18,63883,"Yes"
"F",15,23,18,198071,"Yes"
"M",28,35,15,119317,"Yes"
"F",24,33,14,262490,"Yes"
"M",20,28,13,116798,"Yes"
"F",27,31,10,350330,"Yes"
"F",38,36,16,305928,"Yes"
"M",24,18,20,479441,"Yes"
"F",23,19,11,27918,"Yes"
"M",31,34,12,46621,"Yes"
"F",28,18,2,310596,"Yes"
"M",25,17,17,468340,"Yes"
"M",33,25,18,376435,"Yes"
"M",28,30,3,69162,"Yes"
"M",12,25,15,206541,"Yes"
"M",12,35,11,149840,"Yes"
"F",16,24,11,156041,"Yes"
"M",26,19,11,425730,"Yes"
"F",26,18,5,19556,"Yes"
"M",21,21,12,421031,"Yes"
"M",17,33,10,53155,"Yes"
"M",33,32,9,78170,"Yes"
"M",19,29,12,469723,"Yes"
"M",15,33,20,461119,"Yes"
"M",25,22,16,317975,"Yes"
"F",38,26,18,237620,"Yes"
"M",30,23,6,166594,"Yes"
"M",34,26,13,175216,"Yes"
"F",28,24,15,486671,"Yes"
"M",37,32,10,162468,"Yes"
"M",36,22,15,232422,"Yes"
"F",22,30,7,477918,"Yes"
"M",15,18,3,104981,"Yes"
"M",39,33,3,476417,"Yes"
"M",17,26,10,39394,"Yes"
"M",28,34,7,312756,"Yes"
"M",28,33,2,16794,"Yes"
"M",25,17,19,492518,"Yes"
"M",13,15,18,201268,"Yes"
"M",14,34,15,464258,"Yes"
"M",12,33,5,167510,"Yes"
"M",33,19,9,463294,"Yes"
"M",37,34,3,156261,"Yes"
"M",36,16,11,82592,"Yes"
"M",31,20,5,405110,"Yes"
"F",33,19,5,425773,"Yes"
"F",14,28,6,195540,"Yes"
"M",13,21,16,451384,"Yes"
"F",13,13,19,343350,"Yes"
"M",32,35,10,436961,"Yes"
"M",15,13,7,484341,"Yes"
"M",22,26,14,482144,"Yes"
"M",29,29,20,406420,"Yes"
"F",35,31,16,317560,"Yes"
"M",38,26,6,294464,"Yes"
"M",37,31,2,130728,"Yes"
"M",31,17,18,150341,"Yes"
"F",39,27,3,105032,"Yes"
"M",24,16,10,483543,"Yes"
"F",33,15,16,256212,"Yes"
"M",39,31,6,346474,"Yes"
"M",34,30,10,68313,"Yes"
"M",37,13,3,491208,"Yes"
"F",37,13,13,138371,"Yes"
"M",33,13,2,343468,"Yes"
"M",23,19,15,116832,"Yes"
"M",14,34,5,466502,"Yes"
"F",20,35,20,374726,"Yes"
"F",39,27,11,232623,"Yes"
"F",37,15,13,490395,"Yes"
"F",18,25,13,450533,"Yes"
"M",31,34,11,108189,"Yes"
"M",12,13,7,165392,"Yes"
"M",26,33,8,440678,"Yes"
"F",23,30,13,197570,"Yes"
"M",24,15,19,420722,"Yes"
"M",16,29,10,288805,"Yes"
"M",16,32,18,145546,"Yes"
"M",27,14,7,312984,"Yes"
"M",34,31,16,72174,"Yes"
"M",12,26,6,171817,"Yes"
"M",13,35,16,365961,"Yes"
"F",28,27,6,376502,"Yes"
"M",33,25,9,361974,"Yes"
"F",24,35,2,174496,"Yes"
"M",10,19,18,183516,"Yes"
"F",11,21,20,421524,"Yes"
"M",20,35,16,124840,"Yes"
"M",14,28,7,70883,"Yes"
"F",32,27,8,248733,"Yes"
"M",23,22,2,112128,"Yes"
"M",33,21,19,84270,"Yes"
"M",26,31,19,262602,"Yes"
"M",35,15,11,308968,"Yes"
"M",10,30,16,458743,"Yes"
"M",38,35,14,272178,"Yes"
"M",14,20,12,12621,"Yes"
"M",38,27,7,353052,"Yes"
"M",38,23,10,92272,"Yes"
"F",37,33,15,471048,"Yes"
"M",35,32,10,129208,"Yes"
"F",36,21,14,126426,"Yes"
"M",12,14,12,155194,"Yes"
"M",25,17,9,345527,"Yes"
"M",35,32,14,395894,"Yes"
"F",21,13,8,33417,"Yes"
"F",33,36,19,27439,"Yes"
"M",25,13,12,471688,"Yes"
"F",12,23,5,242427,"Yes"
"M",36,30,8,227722,"Yes"
"F",16,28,20,457797,"Yes"
"M",32,32,9,216651,"Yes"
"M",15,24,12,423372,"Yes"
"M",31,32,6,55432,"Yes"
"F",18,29,5,384951,"Yes"
"M",25,28,4,370802,"Yes"
"M",23,21,2,16556,"Yes"
"M",14,19,17,432054,"Yes"
"F",39,19,2,486886,"Yes"
"M",17,31,8,206943,"Yes"
"M",25,34,6,52826,"Yes"
"F",16,25,9,80000,"Yes"
"M",14,32,9,211441,"Yes"
"F",38,22,5,106613,"Yes"
"M",25,26,15,471921,"Yes"
"M",26,28,7,497911,"Yes"
"F",40,23,3,292804,"Yes"
"F",11,13,18,80948,"Yes"
"M",33,25,8,380996,"Yes"
"M",18,36,8,374471,"Yes"
"F",20,13,8,160351,"Yes"
"F",32,31,16,421789,"Yes"
"F",31,34,14,318469,"Yes"
"F",33,17,17,135148,"Yes"
"M",21,29,15,389590,"Yes"
"F",27,24,4,211159,"Yes"
"F",37,17,18,35214,"Yes"
"M",36,28,12,370005,"Yes"
"M",21,32,9,355613,"Yes"
"M",14,16,9,374044,"Yes"
"M",11,17,19,191633,"Yes"
"M",12,15,19,370272,"Yes"
"M",10,28,4,356639,"Yes"
"M",39,31,6,369403,"Yes"
"M",33,29,13,488927,"Yes"
"F",13,24,6,133427,"Yes"
"M",35,30,19,306126,"Yes"
"M",25,23,16,26975,"Yes"
"F",29,25,15,226378,"Yes"
"M",14,23,9,396555,"Yes"
"M",33,33,13,85826,"Yes"
"M",11,17,5,39242,"Yes"
"M",12,27,6,268195,"Yes"
"M",11,13,6,20288,"Yes"
"M",25,19,7,282365,"Yes"
"M",29,29,4,241199,"Yes"
"F",32,36,6,283787,"Yes"
"M",20,27,10,326071,"Yes"
"M",29,13,17,460052,"Yes"
"M",31,30,16,126769,"Yes"
"M",36,15,4,214472,"Yes"
"F",32,28,3,329036,"Yes"
"M",15,21,2,292031,"Yes"
"M",32,35,12,51668,"Yes"
"F",20,21,3,281584,"Yes"
"M",27,15,7,259574,"Yes"
"F",34,16,9,106881,"Yes"
"M",24,16,3,243633,"Yes"
"F",25,14,13,113813,"Yes"
"F",18,17,13,256252,"Yes"
"M",19,20,3,135829,"Yes"
"M",18,33,2,322752,"Yes"
"M",12,33,15,164177,"Yes"
"F",36,32,17,49147,"Yes"
"M",24,28,19,311451,"Yes"
"F",30,29,10,443070,"Yes"
"M",21,36,6,11873,"Yes"
"M",20,16,15,141962,"Yes"
"F",24,17,16,479613,"Yes"
"M",17,19,10,87889,"Yes"
"F",24,26,19,67679,"Yes"
"F",23,16,10,367206,"Yes"
"F",27,22,19,71281,"Yes"
"F",32,36,9,402540,"Yes"
"M",13,32,7,245428,"Yes"
"M",20,27,12,441941,"Yes"
"M",19,16,9,98114,"Yes"
"M",30,21,19,466710,"Yes"
"M",19,31,14,18911,"Yes"
"M",38,24,16,203112,"Yes"
"M",11,36,8,192908,"Yes"
"M",10,26,10,480231,"Yes"
"M",20,27,15,50332,"Yes"
"F",24,21,9,89640,"Yes"
"M",40,29,6,177714,"Yes"
"F",37,31,12,412784,"Yes"
"M",27,15,16,395457,"Yes"
"M",35,24,14,457120,"Yes"
"M",22,26,14,389658,"Yes"
"M",17,15,19,292983,"Yes"
"F",26,25,10,76921,"Yes"
"F",31,31,16,359417,"Yes"
"F",36,26,12,452655,"Yes"
"M",11,20,2,329195,"Yes"
"M",36,25,3,425386,"Yes"
"M",19,32,18,286372,"Yes"
"F",29,30,19,49259,"Yes"
"M",13,29,17,131245,"Yes"
"F",33,18,11,499493,"Yes"
"M",22,36,18,51778,"Yes"
"M",39,22,3,414208,"Yes"
"F",15,35,9,344934,"Yes"
"M",32,14,5,20608,"Yes"
"M",25,18,16,433354,"Yes"
"M",29,18,10,404003,"Yes"
"M",12,17,19,152657,"Yes"
"M",26,22,15,429925,"Yes"
"F",16,17,12,427243,"Yes"
"F",28,27,18,197157,"Yes"
"M",36,17,20,36446,"Yes"
"F",22,24,18,413995,"Yes"
"M",32,21,11,168460,"Yes"
"M",19,18,2,81788,"Yes"
"M",35,18,17,332933,"Yes"
"M",24,33,9,153362,"Yes"
"M",11,36,11,196673,"Yes"
"F",34,27,13,286275,"Yes"
"M",17,34,15,392648,"Yes"
"M",26,33,6,347843,"Yes"
"M",26,26,18,19824,"Yes"
"M",12,25,3,326265,"Yes"
"M",19,15,11,148629,"Yes"
"F",15,31,8,270911,"Yes"
"F",15,22,8,416257,"Yes"
"F",31,25,2,330087,"Yes"
"M",13,31,9,56498,"Yes"
"M",17,14,19,43055,"Yes"
"M",21,17,16,405678,"Yes"
"F",29,18,7,57496,"Yes"
"F",39,19,14,397401,"Yes"
"F",10,29,20,383722,"Yes"
"M",40,17,16,255292,"Yes"
"M",10,31,12,468094,"Yes"
"F",21,33,18,304808,"Yes"
"M",18,17,19,42627,"Yes"
"M",14,16,6,313608,"Yes"
"M",31,22,10,74547,"Yes"
"M",36,28,13,58927,"Yes"
"M",19,15,10,220292,"Yes"
"F",25,19,18,228344,"Yes"
"M",14,17,9,179461,"Yes"
"M",16,24,5,355643,"Yes"
"M",35,16,15,243972,"Yes"
"F",24,19,11,467625,"Yes"
"M",38,28,20,246168,"Yes"
"M",18,21,3,240017,"Yes"
"F",15,24,3,447883,"Yes"
"M",36,20,3,304994,"Yes"
"M",36,23,4,191938,"Yes"
"F",33,35,10,275193,"Yes"
"M",36,21,15,217417,"Yes"
"M",15,35,4,151166,"Yes"
"F",38,20,16,294167,"Yes"
"M",19,13,15,330013,"Yes"
"M",33,24,19,148729,"Yes"
"M",11,28,8,70314,"Yes"
"M",19,34,13,478865,"Yes"
"M",37,25,8,96048,"Yes"
"F",29,14,10,316921,"Yes"
"M",22,15,20,437481,"Yes"
"M",24,29,3,397910,"Yes"
"F",12,25,15,461024,"Yes"
"M",37,29,8,256833,"Yes"
"F",24,28,15,248289,"Yes"
"M",34,30,7,164279,"Yes"
"F",39,23,9,459580,"Yes"
"M",12,33,2,151073,"Yes"
"M",27,30,6,107770,"Yes"
"M",28,27,18,34360,"Yes"
"M",33,24,3,134279,"Yes"
"M",22,36,15,258843,"Yes"
"M",15,21,15,370476,"Yes"
"M",11,31,20,435263,"Yes"
"M",32,33,20,59554,"Yes"
"F",30,19,12,325089,"Yes"
"M",35,18,10,484095,"Yes"
"M",31,26,9,256570,"Yes"
"M",10,22,5,495274,"Yes"
"M",19,32,20,82757,"Yes"
"F",10,16,2,96420,"Yes"
"M",12,21,19,415108,"Yes"
"M",36,36,15,48240,"Yes"
"F",37,19,15,416515,"Yes"
"M",21,21,17,89534,"Yes"
"M",21,34,14,143253,"Yes"
"F",37,16,18,394434,"Yes"
"M",16,27,17,128595,"Yes"
"F",34,15,15,168943,"Yes"
"F",24,33,3,324653,"Yes"
"M",25,16,8,153120,"Yes"
"M",26,14,8,228084,"Yes"
"M",26,31,11,293585,"Yes"
"F",22,23,18,29578,"Yes"
"M",20,26,13,122324,"Yes"
"M",20,28,16,115105,"Yes"
"F",10,33,19,463804,"Yes"
"M",28,35,9,394621,"Yes"
"F",34,18,7,113674,"Yes"
"F",36,14,5,50582,"Yes"
"M",31,31,10,81449,"Yes"
"M",35,35,20,158365,"Yes"
"F",17,28,9,248995,"Yes"
"M",22,27,5,291293,"Yes"
"M",29,36,10,129927,"Yes"
"M",30,26,9,312519,"Yes"
"F",39,29,16,116063,"Yes"
"M",19,34,17,128484,"Yes"
"M",15,25,9,391141,"Yes"
"M",13,32,2,222666,"Yes"
"F",19,32,7,230800,"Yes"
"M",18,17,19,250005,"Yes"
"M",30,29,6,207806,"Yes"
"M",35,19,2,421297,"Yes"
"M",30,30,2,40322,"Yes"
"M",25,24,18,240866,"Yes"
"M",40,14,3,20031,"Yes"
"M",35,22,18,312217,"Yes"
"M",38,27,20,362918,"Yes"
"M",20,32,2,207674,"Yes"
"M",10,36,7,119193,"Yes"
"M",20,17,14,406271,"Yes"
"M",19,24,15,265616,"Yes"
"M",36,14,4,288164,"Yes"
"F",37,36,8,439749,"Yes"
"M",24,24,16,201958,"Yes"
"M",16,25,4,306815,"Yes"
"F",11,18,12,87456,"Yes"
"F",35,26,8,460073,"Yes"
"M",18,21,18,191051,"Yes"
"M",40,14,6,325994,"Yes"
"M",10,36,10,329539,"Yes"
"M",36,27,13,152642,"Yes"
"M",20,33,2,340737,"Yes"
"M",26,13,2,303987,"Yes"
"F",10,31,9,372359,"Yes"
"M",34,21,18,21486,"Yes"
"F",22,33,9,261593,"Yes"
"M",22,15,20,57007,"Yes"
"M",29,17,20,49823,"Yes"
"M",24,22,10,46655,"Yes"
"F",33,22,19,422710,"Yes"
"M",17,36,9,16203,"Yes"
"F",21,34,9,383464,"Yes"
"M",32,25,3,495115,"Yes"
"M",30,15,13,481844,"Yes"
"F",21,16,11,94945,"Yes"
"F",37,33,2,209745,"Yes"
"M",22,13,14,335381,"Yes"
"M",32,22,12,444896,"Yes"
"F",25,16,20,307615,"Yes"
"F",25,25,17,472310,"Yes"
"F",27,16,2,139117,"Yes"
"M",15,14,7,385946,"Yes"
"M",38,15,7,109912,"Yes"
"F",20,16,4,60337,"Yes"
"M",40,26,19,120168,"Yes"
"M",22,26,14,480774,"Yes"
"F",24,16,11,221564,"Yes"
"M",34,24,4,365681,"Yes"
"F",40,17,9,232335,"Yes"
"M",12,34,11,218850,"Yes"
"F",12,35,2,484380,"Yes"
"M",33,36,8,55120,"Yes"
"M",40,23,2,45400,"Yes"
"F",38,26,8,321084,"Yes"
"M",32,15,4,88610,"Yes"
"M",35,35,20,300320,"Yes"
"M",24,32,11,127665,"Yes"
"F",13,14,18,299567,"Yes"
"M",11,17,16,49693,"Yes"
"M",35,34,16,172290,"Yes"
"M",18,20,9,378880,"Yes"
"F",28,36,18,61773,"Yes"
"M",37,26,17,118680,"Yes"
"F",19,30,20,282836,"Yes"
"M",21,15,8,427547,"Yes"
"M",19,15,11,431661,"Yes"
"F",40,14,20,246079,"Yes"
"M",28,27,5,374170,"Yes"
"M",24,28,15,32624,"Yes"
"M",13,32,20,187068,"Yes"
"M",34,20,4,108116,"Yes"
"F",17,34,15,321570,"Yes"
"M",22,27,5,224496,"Yes"
"M",11,36,7,417444,"Yes"
"M",24,28,13,26767,"Yes"
"M",24,30,14,218526,"Yes"
"M",19,16,10,402736,"Yes"
"M",17,20,19,119674,"Yes"
"M",22,13,2,198702,"Yes"
"F",32,17,11,281267,"Yes"
"M",19,26,8,330444,"Yes"
"F",15,24,16,471707,"Yes"
"M",13,26,11,10118,"Yes"
"M",28,18,16,341489,"Yes"
"M",29,36,13,14991,"Yes"
"M",24,19,14,131874,"Yes"
"M",26,30,10,129600,"Yes"
"M",39,19,12,12090,"Yes"
"M",26,31,9,156666,"Yes"
"M",18,29,8,389800,"Yes"
"M",29,27,13,424097,"Yes"
"M",23,15,3,344959,"Yes"
"F",34,20,20,378511,"Yes"
"F",28,31,19,91712,"Yes"
"M",29,14,18,243889,"Yes"
"F",26,35,17,187789,"Yes"
"M",27,27,11,57910,"Yes"
"M",33,17,5,190844,"Yes"
"M",14,26,9,393107,"Yes"
"M",22,17,2,428916,"Yes"
"M",13,16,10,495628,"Yes"
"M",13,35,4,237574,"Yes"
"F",17,24,3,341532,"Yes"
"M",40,23,8,478833,"Yes"
"M",34,29,4,153078,"Yes"
"F",16,34,15,345719,"Yes"
"M",32,23,20,230742,"Yes"
"M",32,20,15,77284,"Yes"
"F",22,36,2,217762,"Yes"
"M",40,25,4,399205,"Yes"
"F",18,22,20,453527,"Yes"
"F",36,21,3,497137,"Yes"
"M",32,28,14,183154,"Yes"
"M",32,29,3,95494,"Yes"
"M",20,13,15,152238,"Yes"
"M",26,22,2,44308,"Yes"
"F",34,18,5,490015,"Yes"
"F",10,34,18,318153,"Yes"
"M",22,23,20,485510,"Yes"
"M",18,32,4,228207,"Yes"
"M",13,24,2,383215,"Yes"
"M",32,27,14,392551,"Yes"
"M",36,29,4,378251,"Yes"
"F",15,19,11,53791,"Yes"
"F",17,24,13,199471,"Yes"
"M",31,22,5,487296,"Yes"
"M",36,22,16,127449,"Yes"
"M",32,18,10,239979,"Yes"
"F",18,26,2,375051,"Yes"
"M",31,36,16,448720,"Yes"
"M",30,35,8,201455,"Yes"
"M",38,15,2,414229,"Yes"
"M",12,33,6,477187,"Yes"
"M",21,14,11,307921,"Yes"
"M",10,17,4,209576,"Yes"
"F",38,25,15,107307,"Yes"
"M",40,17,10,417267,"Yes"
"M",32,24,19,98191,"Yes"
"M",15,35,5,106889,"Yes"
"M",23,17,9,472318,"Yes"
"M",32,34,5,111202,"Yes"
"M",24,34,19,331402,"Yes"
"F",15,36,3,301642,"Yes"
"F",36,22,15,487793,"Yes"
"M",23,28,13,178256,"Yes"
"F",31,28,14,292395,"Yes"
"M",27,15,20,251695,"Yes"
"F",27,26,18,120210,"Yes"
"M",20,15,15,269938,"Yes"
"F",17,25,15,127533,"Yes"
"M",15,27,7,48742,"Yes"
"M",14,26,19,342882,"Yes"
"M",23,28,14,447821,"Yes"
"F",17,13,8,82542,"Yes"
"M",32,21,4,280729,"Yes"
"F",36,18,9,466737,"Yes"
"M",28,18,8,498701,"Yes"
"M",23,22,16,176403,"Yes"
"F",19,25,2,151069,"Yes"
"M",38,24,4,370327,"Yes"
"M",17,24,4,345753,"Yes"
"F",32,28,7,412680,"Yes"
"M",25,15,11,416169,"Yes"
"M",31,30,18,56835,"Yes"
"M",36,36,18,46753,"Yes"
"F",38,36,15,203235,"Yes"
"F",35,32,20,246277,"Yes"
"M",39,21,4,164965,"Yes"
"M",32,27,14,312676,"Yes"
"M",26,35,6,376715,"Yes"
"M",36,32,18,214697,"Yes"
"M",20,28,12,95965,"Yes"
"F",26,35,17,420608,"Yes"
"M",19,24,3,273219,"Yes"
"M",20,20,5,188153,"Yes"
"F",30,35,13,405793,"Yes"
"M",35,24,10,321510,"Yes"
"M",28,25,8,244496,"Yes"
"M",12,29,8,369448,"Yes"
"F",22,26,3,225401,"Yes"
"M",17,35,12,367286,"Yes"
"M",20,28,9,357043,"Yes"
"M",39,19,17,103767,"Yes"
"M",40,35,20,202159,"Yes"
"F",29,25,4,385717,"Yes"
"F",13,36,17,11704,"Yes"
"M",15,35,19,309289,"Yes"
"M",31,22,3,473319,"Yes"
"M",19,23,3,423911,"Yes"
"M",14,19,14,453437,"Yes"
"M",23,27,15,304445,"Yes"
"M",23,33,14,181359,"Yes"
"M",21,36,3,242735,"Yes"
"M",33,25,4,267246,"Yes"
"M",17,22,4,56909,"Yes"
"M",16,28,18,131718,"Yes"
"F",11,15,11,217388,"Yes"
"F",19,17,16,451858,"Yes"
"M",22,16,20,257514,"Yes"
"M",40,17,4,81083,"Yes"
"M",28,26,17,156584,"Yes"
"M",34,22,14,231983,"Yes"
"M",29,36,16,62643,"Yes"
"M",22,29,6,86586,"Yes"
"M",34,27,19,57326,"Yes"
"M",30,36,3,192548,"Yes"
"F",27,35,12,295101,"Yes"
"M",18,15,20,196544,"Yes"
"F",23,18,12,143134,"Yes"
"M",27,34,3,411775,"Yes"
"M",26,14,4,27772,"Yes"
"M",24,26,14,169359,"Yes"
"M",24,28,7,315204,"Yes"
"M",11,16,20,252645,"Yes"
"M",27,24,9,321725,"Yes"
"M",23,19,9,169833,"Yes"
"M",30,13,20,250789,"Yes"
"M",14,27,13,496143,"Yes"
"M",15,35,17,143815,"Yes"
"M",23,28,2,66959,"Yes"
"F",40,15,20,15960,"Yes"
"F",40,34,13,416468,"Yes"
"M",22,18,3,100136,"Yes"
"F",17,32,10,465459,"Yes"
"M",18,25,10,151394,"Yes"
"F",22,29,8,255360,"Yes"
"M",26,22,13,298215,"Yes"
"M",21,27,16,153605,"Yes"
"M",18,24,15,128904,"Yes"
"M",30,22,10,49712,"Yes"
"F",25,25,19,68693,"Yes"
"M",22,14,8,331562,"Yes"
"M",18,21,5,367899,"Yes"
"M",25,17,3,95893,"Yes"
"M",21,24,10,197441,"Yes"
"M",11,22,19,177178,"Yes"
"M",11,26,9,81816,"Yes"
"M",19,34,16,34333,"Yes"
"F",12,25,15,110172,"Yes"
"M",24,30,4,56850,"Yes"
"F",27,32,15,67607,"Yes"
"M",30,31,14,383407,"Yes"
"M",11,26,3,80971,"Yes"
"M",36,32,5,155786,"Yes"
"F",19,27,2,125503,"Yes"
"M",28,19,19,191432,"Yes"
"F",29,31,7,496568,"Yes"
"M",31,13,3,292993,"Yes"
"M",40,29,19,248535,"Yes"
"M",34,34,15,148541,"Yes"
"M",19,14,3,72178,"Yes"
"M",32,35,17,43502,"Yes"
"M",36,33,8,45900,"Yes"
"M",20,27,4,157536,"Yes"
"F",12,19,6,429422,"Yes"
"M",14,17,13,171349,"Yes"
"F",37,29,3,144480,"Yes"
"F",15,25,13,404839,"Yes"
"M",27,17,15,182505,"Yes"
"F",21,21,13,324877,"Yes"
"M",15,22,9,89140,"Yes"
"F",38,26,2,372519,"Yes"
"M",32,20,20,426940,"Yes"
"M",16,23,2,43711,"Yes"
"F",39,17,7,33144,"Yes"
"M",19,16,4,16493,"Yes"
"M",12,34,19,42412,"Yes"
"F",18,23,14,127927,"Yes"
"M",35,25,14,347960,"Yes"
"M",27,25,20,81464,"Yes"
"F",12,33,14,218838,"Yes"
"M",40,36,6,472144,"Yes"
"F",40,20,2,194893,"Yes"
"M",33,14,18,266029,"Yes"
"M",17,29,7,287855,"Yes"
"M",37,30,9,291659,"Yes"
"M",25,30,6,391342,"Yes"
"M",11,30,3,190596,"Yes"
"F",39,15,2,280054,"Yes"
"M",13,30,8,144409,"Yes"
"M",30,28,12,391694,"Yes"
"M",33,25,14,43218,"Yes"
"F",19,26,8,131720,"Yes"
"M",11,28,11,389454,"Yes"
"M",32,17,12,209917,"Yes"
"M",22,15,6,40452,"Yes"
"M",14,31,17,434175,"Yes"
"F",29,35,10,359197,"Yes"
"F",24,14,20,468808,"Yes"
"M",27,35,13,456633,"Yes"
"M",40,29,16,433114,"Yes"
"M",30,18,17,237835,"Yes"
"M",24,28,7,244154,"Yes"
"F",25,22,10,495373,"Yes"
"M",25,18,19,450797,"Yes"
"M",28,18,10,161492,"Yes"
"M",17,34,7,234492,"Yes"
"F",30,14,4,98976,"Yes"
"M",27,17,9,260025,"Yes"
"M",39,29,3,188240,"Yes"
"M",14,18,12,327806,"Yes"
"F",30,28,13,464016,"Yes"
"F",20,28,2,448001,"Yes"
